# Time	Energy
0.0000000000000000	-0.0000000000000000
0.0000100000000000	-0.0000349999999854
0.0000200000000000	-0.0000699999998833
0.0000300000000000	-0.0001049999996062
0.0000400000000000	-0.0001399999990667
0.0000500000000000	-0.0001749999981771
0.0000600000000000	-0.0002099999968500
0.0000700000000000	-0.0002449999949979
0.0000800000000000	-0.0002799999925333
0.0000900000000000	-0.0003149999893688
0.0001001000000000	-0.0003503499853729
0.0001102000000000	-0.0003856999804835
0.0001203000000000	-0.0004210499746105
0.0001305010000000	-0.0004567534675886
0.0001407020000000	-0.0004924569593784
0.0001509030000000	-0.0005281604498870
0.0001612060100000	-0.0005642209739057
0.0001715090200000	-0.0006002814964271
0.0001819150601000	-0.0006367026225564
0.0001923211002000	-0.0006731237469621
0.0002028312007010	-0.0007099090807618
0.0002133413012020	-0.0007466944126011
0.0002239565027080	-0.0007838475956653
0.0002345717042140	-0.0008210007765214
0.0002452930577351	-0.0008585254868381
0.0002560144112562	-0.0008960501946876
0.0002667357647772	-0.0009335748999622
0.0002775643318335	-0.0009714748495660
0.0002883928988898	-0.0010093747963220
0.0002993297516166	-0.0010476537395417
0.0003102666043435	-0.0010859326796285
0.0003213128255976	-0.0011245944058196
0.0003323590468517	-0.0011632561285802
0.0003435157303184	-0.0012023044649661
0.0003546724137850	-0.0012413527976107
0.0003659406640863	-0.0012807916096603
0.0003772089143876	-0.0013202304176444
0.0003885898471920	-0.0013600636094539
0.0003999707799963	-0.0013998967968593
0.0004114655221287	-0.0014401283115371
0.0004229602642611	-0.0014803598214578
0.0004345699538148	-0.0015209936415138
0.0004461796433685	-0.0015616274564446
0.0004579054298177	-0.0016026676041830
0.0004696312162669	-0.0016437077464124
0.0004814742605807	-0.0016851582843287
0.0004933173048944	-0.0017266088163361
0.0005052787796513	-0.0017684738475177
0.0005172402544081	-0.0018103388723737
0.0005293213439126	-0.0018526225409048
0.0005414024334170	-0.0018949062026761
